tx_key,entry_number,entry_date,description,notes,total_debits,total_credits,lines_total_count,description_ar,notes_ar,approval_status,status,approval_method,is_posted
3631|2025-12-31,3631,2025-12-31,اجمالي التكاليف,nan,784916.0,784916.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3632|2025-12-31,3632,2025-12-31,اجمالي التكاليف,nan,919512.0,919512.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3633|2025-12-31,3633,2025-12-31,اجمالي التكاليف,nan,231222.0,231222.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3634|2025-12-31,3634,2025-12-31,اجمالي التكاليف,nan,2967314.0,2967314.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3635|2025-12-31,3635,2025-12-31,اجمالي التكاليف,nan,1952625.0,1952625.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3636|2025-12-31,3636,2025-12-31,اجمالي التكاليف,nan,127010.0,127010.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3637|2025-12-31,3637,2025-12-31,اجمالي التكاليف,nan,165795.0,165795.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3638|2025-12-31,3638,2025-12-31,اجمالي التكاليف,nan,148875.0,148875.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3639|2025-12-31,3639,2025-12-31,اجمالي التكاليف,nan,39300.0,39300.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
363|2023-12-11,363,2023-12-11,عهده موقع,nan,260000.0,260000.0,2,عهده موقع,nan,approved,approved,line_based,True
3640|2025-12-31,3640,2025-12-31,اجمالي التكاليف,nan,72201.0,72201.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3641|2025-12-31,3641,2025-12-31,اجمالي التكاليف,nan,18574.0,18574.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3642|2025-12-31,3642,2025-12-31,اجمالي التكاليف,nan,201809.0,201809.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3643|2025-12-31,3643,2025-12-31,اجمالي التكاليف,nan,245700.0,245700.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3644|2025-12-31,3644,2025-12-31,اجمالي التكاليف,nan,52265.0,52265.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3645|2025-12-31,3645,2025-12-31,اجمالي التكاليف,nan,70025.0,70025.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3646|2025-12-31,3646,2025-12-31,اجمالي التكاليف,nan,3641987.0,3641987.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3648|2025-12-31,3648,2025-12-31,اجمالي التكاليف,nan,662545.0,662545.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3649|2025-12-31,3649,2025-12-31,اجمالي التكاليف,nan,1172937.0,1172937.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
364|2022-10-20,364,2022-10-20,تقارير تكسير مكعبات الخرسانه 28 يوم اعمده اول 43 ,nan,100.0,100.0,2,تقارير تكسير مكعبات الخرسانه 28 يوم اعمده اول 43 ,nan,approved,approved,line_based,True
364|2023-12-11,364,2023-12-11,تحويل للحمد ستيل للحديد ( الريناد),nan,1542400.0,1542400.0,2,تحويل للحمد ستيل للحديد ( الريناد),nan,approved,approved,line_based,True
3650|2025-12-31,3650,2025-12-31,اجمالي التكاليف,nan,18199.0,18199.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3651|2025-12-31,3651,2025-12-31,اجمالي التكاليف,nan,700.0,700.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3652|2025-12-31,3652,2025-12-31,اجمالي التكاليف,nan,1353233.0,1353233.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3653|2025-12-31,3653,2025-12-31,اجمالي التكاليف,nan,5650.0,5650.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3654|2025-12-31,3654,2025-12-31,اجمالي التكاليف,nan,750.0,750.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3655|2025-12-31,3655,2025-12-31,اجمالي التكاليف,nan,582041.0,582041.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3656|2025-12-31,3656,2025-12-31,اجمالي التكاليف,nan,102500.0,102500.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3657|2025-12-31,3657,2025-12-31,اجمالي التكاليف,nan,50280.0,50280.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3658|2025-12-31,3658,2025-12-31,اجمالي التكاليف,nan,3850.0,3850.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3659|2025-12-31,3659,2025-12-31,اجمالي التكاليف,nan,11265.0,11265.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
365|2023-12-14,365,2023-12-14,عهده موقع,nan,215000.0,215000.0,2,عهده موقع,nan,approved,approved,line_based,True
3660|2025-12-31,3660,2025-12-31,اجمالي التكاليف,nan,5000.0,5000.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3661|2025-12-31,3661,2025-12-31,اجمالي التكاليف,nan,44034.0,44034.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3662|2025-12-31,3662,2025-12-31,اجمالي التكاليف,nan,2264807.0,2264807.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3663|2025-12-31,3663,2025-12-31,اجمالي التكاليف,nan,567972.0,567972.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3664|2025-12-31,3664,2025-12-31,اجمالي التكاليف,nan,4823320.0,4823320.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3665|2025-12-31,3665,2025-12-31,اجمالي التكاليف,nan,19967777.0,19967777.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3666|2025-12-31,3666,2025-12-31,اجمالي التكاليف,nan,3302340.0,3302340.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3667|2025-12-31,3667,2025-12-31,اجمالي التكاليف,nan,2624473.0,2624473.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3668|2025-12-31,3668,2025-12-31,اجمالي التكاليف,nan,159102.0,159102.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3669|2025-12-31,3669,2025-12-31,اجمالي التكاليف,nan,13262.0,13262.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
366|2022-10-20,366,2022-10-20,تقارير تكسير مكعبات الخرسانه 28 يوم سقف ارضي 43,nan,100.0,100.0,2,تقارير تكسير مكعبات الخرسانه 28 يوم سقف ارضي 43,nan,approved,approved,line_based,True
366|2023-12-17,366,2023-12-17,عهده موقع,nan,200000.0,200000.0,2,عهده موقع,nan,approved,approved,line_based,True
3670|2025-12-31,3670,2025-12-31,اجمالي التكاليف,nan,30615.0,30615.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3671|2025-12-31,3671,2025-12-31,اجمالي التكاليف,nan,9133776.0,9133776.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3672|2025-12-31,3672,2025-12-31,اجمالي التكاليف,nan,1402514.0,1402514.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3673|2025-12-31,3673,2025-12-31,اجمالي التكاليف,nan,94362.0,94362.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3674|2025-12-31,3674,2025-12-31,اجمالي التكاليف,nan,1299928.0,1299928.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3675|2025-12-31,3675,2025-12-31,اجمالي التكاليف,nan,23510.0,23510.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3676|2025-12-31,3676,2025-12-31,اجمالي التكاليف,nan,226700.0,226700.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3677|2025-12-31,3677,2025-12-31,اجمالي التكاليف,nan,2441288.0,2441288.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3678|2025-12-31,3678,2025-12-31,اجمالي التكاليف,nan,509340.0,509340.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3679|2025-12-31,3679,2025-12-31,اجمالي التكاليف,nan,482119.0,482119.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
367|2023-12-19,367,2023-12-19,عهده موقع,nan,175000.0,175000.0,2,عهده موقع,nan,approved,approved,line_based,True
3680|2025-12-31,3680,2025-12-31,اجمالي التكاليف,nan,2368167.0,2368167.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3681|2025-12-31,3681,2025-12-31,اجمالي التكاليف,nan,61488.0,61488.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3682|2025-12-31,3682,2025-12-31,اجمالي التكاليف,nan,2099000.0,2099000.0,3,اجمالي التكاليف,nan,approved,approved,line_based,True
3683|2025-12-31,3683,2025-12-31,اجمالي التكاليف,nan,614329.0,614329.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3684|2025-12-31,3684,2025-12-31,اجمالي التكاليف,nan,267840.0,267840.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3685|2025-12-31,3685,2025-12-31,اجمالي التكاليف,nan,121895.0,121895.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3686|2025-12-31,3686,2025-12-31,اجمالي التكاليف,nan,1362148.0,1362148.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3687|2025-12-31,3687,2025-12-31,اجمالي التكاليف,nan,33763.0,33763.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3688|2025-12-31,3688,2025-12-31,اجمالي التكاليف,nan,367880.0,367880.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3689|2025-12-31,3689,2025-12-31,اجمالي التكاليف,nan,16518.0,16518.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
368|2022-10-22,368,2022-10-22,2عامل لمرمات اعمده 43+ لم حديد + تركيب بسكوت في سقف اول 37,nan,113.0,113.0,2,2عامل لمرمات اعمده 43+ لم حديد + تركيب بسكوت في سقف اول 37,nan,approved,approved,line_based,True
368|2023-12-20,368,2023-12-20,عهده موقع,nan,99000.0,99000.0,2,عهده موقع,nan,approved,approved,line_based,True
3690|2025-12-31,3690,2025-12-31,اجمالي التكاليف,nan,127250.0,127250.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3691|2025-12-31,3691,2025-12-31,اجمالي التكاليف,nan,3077042.0,3077042.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3692|2025-12-31,3692,2025-12-31,اجمالي التكاليف,nan,4740722.0,4740722.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3693|2025-12-31,3693,2025-12-31,اجمالي التكاليف,nan,325550.0,325550.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3694|2025-12-31,3694,2025-12-31,اجمالي التكاليف,nan,29475926.0,29475926.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3695|2025-12-31,3695,2025-12-31,اجمالي التكاليف,nan,0.0,0.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3696|2025-12-31,3696,2025-12-31,اجمالي التكاليف,nan,520100.0,520100.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3697|2025-12-31,3697,2025-12-31,اجمالي التكاليف,nan,2293015.0,2293015.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3698|2025-12-31,3698,2025-12-31,اجمالي التكاليف,nan,27984.0,27984.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3699|2025-12-31,3699,2025-12-31,اجمالي التكاليف,nan,241200.0,241200.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
369|2023-12-21,369,2023-12-21,عهده موقع,nan,410000.0,410000.0,2,عهده موقع,nan,approved,approved,line_based,True
36|2022-10-03,36,2022-10-03,الي ح/ النقديه (دفعه من مستخلص النجاره محمد جمال),nan,15000.0,15000.0,2,الي ح/ النقديه (دفعه من مستخلص النجاره محمد جمال),nan,approved,approved,line_based,True
36|2023-06-30,36,2023-06-30,مستخلص رقم 13,nan,2099460.6606925945,2099460.6606925945,3,مستخلص رقم 13,nan,approved,approved,line_based,True
3700|2025-12-31,3700,2025-12-31,اجمالي التكاليف,nan,756493.0,756493.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3701|2025-12-31,3701,2025-12-31,اجمالي التكاليف,nan,333791.0,333791.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3702|2025-12-31,3702,2025-12-31,اجمالي التكاليف,nan,204600.0,204600.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3703|2025-12-31,3703,2025-12-31,اجمالي التكاليف,nan,664317.0,664317.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3704|2025-12-31,3704,2025-12-31,اجمالي التكاليف,nan,64295.0,64295.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3705|2025-12-31,3705,2025-12-31,اجمالي التكاليف,nan,18330.0,18330.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3706|2025-12-31,3706,2025-12-31,اجمالي التكاليف,nan,457994.0,457994.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3707|2025-12-31,3707,2025-12-31,اجمالي التكاليف,nan,1398345.0,1398345.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3708|2025-12-31,3708,2025-12-31,اجمالي التكاليف,nan,287280.0,287280.0,2,اجمالي التكاليف,nan,approved,approved,line_based,True
3709|2025-12-01,3709,2025-12-01,سياره الاستشاري شهر 11,nan,69260.0,69260.0,19,سياره الاستشاري شهر 11,nan,approved,approved,line_based,True
370|2022-10-22,370,2022-10-22,2عامل لمرمات اعمده 43+ لم حديد + تركيب بسكوت في سقف اول 37,nan,114.0,114.0,2,2عامل لمرمات اعمده 43+ لم حديد + تركيب بسكوت في سقف اول 37,nan,approved,approved,line_based,True
370|2023-12-21,370,2023-12-21,تحويل لهيمكس ,nan,415000.0,415000.0,2,تحويل لهيمكس ,nan,approved,approved,line_based,True
3710|2025-12-03,3710,2025-12-03,تحويل لهيمكس ,nan,200000.0,200000.0,2,تحويل لهيمكس ,nan,approved,approved,line_based,True
3711|2025-12-03,3711,2025-12-03, ايجار شقه المشرفين شهر 12+ 100 ج فاتوره مياه ,nan,11880.0,11880.0,6, ايجار شقه المشرفين شهر 12+ 100 ج فاتوره مياه ,nan,approved,approved,line_based,True
3712|2025-12-06,3712,2025-12-06,48 لفه فايبر * 100,nan,249323.0,249323.0,28,48 لفه فايبر * 100,nan,approved,approved,line_based,True
3713|2025-12-06,3713,2025-12-06,عهدة موقع,nan,299000.0,299000.0,2,عهدة موقع,nan,approved,approved,line_based,True
3714|2025-12-07,3714,2025-12-07,كابل لتوصيل الراوتر بالكمبيوتر,nan,20300.0,20300.0,3,كابل لتوصيل الراوتر بالكمبيوتر,nan,approved,approved,line_based,True
3715|2025-12-07,3715,2025-12-07,متخلص رقم 33,nan,18712779.71,18712779.700000003,26,متخلص رقم 33,nan,approved,approved,line_based,True
3716|2025-12-09,3716,2025-12-09, 2  قاروره مياه ,nan,5930.0,5930.0,6, 2  قاروره مياه ,nan,approved,approved,line_based,True
3717|2025-12-10,3717,2025-12-10,من ح راس المال ( دفعه من ح رامي مقاول البناء ),nan,120000.0,120000.0,2,من ح راس المال ( دفعه من ح رامي مقاول البناء ),nan,approved,approved,line_based,True
3718|2025-12-10,3718,2025-12-10,من ح راس المال ( دفعه من ح هاني ويف مورد الصحي ),nan,200000.0,200000.0,2,من ح راس المال ( دفعه من ح هاني ويف مورد الصحي ),nan,approved,approved,line_based,True
3719|2025-12-10,3719,2025-12-10,من ح راس المال ( دفعه من ح احمد عاطف مورد الحلوق ),nan,80000.0,80000.0,2,من ح راس المال ( دفعه من ح احمد عاطف مورد الحلوق ),nan,approved,approved,line_based,True
371|2023-12-25,371,2023-12-25,تحويل للحمد ستيل للحديد ( الريناد),nan,2146110.0,2146110.0,2,تحويل للحمد ستيل للحديد ( الريناد),nan,approved,approved,line_based,True
3720|2025-12-10,3720,2025-12-10,من ح راس المال ( دفعه من ح لبسيد رجب محاره  ),nan,150000.0,150000.0,2,من ح راس المال ( دفعه من ح لبسيد رجب محاره  ),nan,approved,approved,line_based,True
3721|2025-12-10,3721,2025-12-10,تحويل لهيمكس ,nan,75000.0,75000.0,2,تحويل لهيمكس ,nan,approved,approved,line_based,True
3722|2025-12-10,3722,2025-12-10,يوميه نحاته في عماره 25 + 35,nan,29480.0,29480.0,9,يوميه نحاته في عماره 25 + 35,nan,approved,approved,line_based,True
3723|2025-12-11,3723,2025-12-11,دفعه من سركي العماله ,nan,173800.0,173800.0,12,دفعه من سركي العماله ,nan,approved,approved,line_based,True
3724|2025-12-11,3724,2025-12-11,من ح راس المال ( دفعه من ح احمد عاطف مورد الحلوق ),nan,180000.0,180000.0,2,من ح راس المال ( دفعه من ح احمد عاطف مورد الحلوق ),nan,approved,approved,line_based,True
3725|2025-12-11,3725,2025-12-11,عهدة موقع,nan,200000.0,200000.0,2,عهدة موقع,nan,approved,approved,line_based,True
3726|2025-12-11,3726,2025-12-11,الي ح راس المال ( رد جزء من سلفيه حياه كريمه ) ,nan,301000.0,301000.0,2,الي ح راس المال ( رد جزء من سلفيه حياه كريمه ) ,nan,approved,approved,line_based,True
3727|2025-12-11,3727,2025-12-11,الي ح راس المال ( دفعه من ح الفاتراست لتوريد اللوحات الكهربائيه ) ,nan,49000.0,49000.0,2,الي ح راس المال ( دفعه من ح الفاتراست لتوريد اللوحات الكهربائيه ) ,nan,approved,approved,line_based,True
3728|2025-12-13,3728,2025-12-13,فرمجه صب ميول خرسانه 44,nan,2457.0,2457.0,7,فرمجه صب ميول خرسانه 44,nan,approved,approved,line_based,True
3729|2025-12-17,3729,2025-12-17,الي ح راس المال ( رد جزء من سلفيه حياه كريمه ) ,nan,55000.0,55000.0,2,الي ح راس المال ( رد جزء من سلفيه حياه كريمه ) ,nan,approved,approved,line_based,True
372|2022-10-22,372,2022-10-22,2عامل لمرمات اعمده 43+ لم حديد + تركيب بسكوت في سقف اول 37,nan,114.0,114.0,2,2عامل لمرمات اعمده 43+ لم حديد + تركيب بسكوت في سقف اول 37,nan,approved,approved,line_based,True
372|2023-12-27,372,2023-12-27,عهده موقع,nan,312000.0,312000.0,2,عهده موقع,nan,approved,approved,line_based,True
3730|2025-12-17,3730,2025-12-17,ايجار شقه مهندس محمد شهر 12,nan,24420.0,24420.0,15,ايجار شقه مهندس محمد شهر 12,nan,approved,approved,line_based,True
3731|2025-12-18,3731,2025-12-18,عهدة موقع,nan,420000.0,420000.0,2,عهدة موقع,nan,approved,approved,line_based,True
3732|2025-12-18,3732,2025-12-18,مصاريف اداريه ( رواتب ),nan,9180.0,9180.0,6,مصاريف اداريه ( رواتب ),nan,approved,approved,line_based,True
3733|2025-12-19,3733,2025-12-19,من ح راس المال (  مصاريف عموميه واداريه ),nan,20000.0,20000.0,2,من ح راس المال (  مصاريف عموميه واداريه ),nan,approved,approved,line_based,True
3734|2025-12-19,3734,2025-12-19, ( دفعه من ح هاني ويف مورد الصحي ),nan,388800.0,388800.0,16, ( دفعه من ح هاني ويف مورد الصحي ),nan,approved,approved,line_based,True
3735|2025-12-22,3735,2025-12-22,مواصلات للشقه الجديده ذهاب وعوده  مرتين,nan,28030.0,28030.0,26,مواصلات للشقه الجديده ذهاب وعوده  مرتين,nan,approved,approved,line_based,True
3736|2025-12-24,3736,2025-12-24,من ح راس المال (  مصاريف عموميه واداريه ),nan,10000.0,10000.0,2,من ح راس المال (  مصاريف عموميه واداريه ),nan,approved,approved,line_based,True
3737|2025-12-24,3737,2025-12-24,من ح راس المال (  مصاريف عموميه واداريه ),nan,25000.0,25000.0,2,من ح راس المال (  مصاريف عموميه واداريه ),nan,approved,approved,line_based,True
3738|2025-08-31,3738,2025-08-31,ايجار الهزاز لصب سقف الخامس 35,nan,261140.0,261140.0,42,ايجار الهزاز لصب سقف الخامس 35,nan,approved,approved,line_based,True
3738|2025-12-24,3738,2025-12-24,مشوار للعاشر لايداع فلوس في حساب م مروه ,nan,200.0,200.0,2,مشوار للعاشر لايداع فلوس في حساب م مروه ,nan,approved,approved,line_based,True
3739|2025-09-01,3739,2025-09-01,دفعه من ح مستخلص / لودر ابومالك ,nan,14520.0,14520.0,19,دفعه من ح مستخلص / لودر ابومالك ,nan,approved,approved,line_based,True
3739|2025-12-25,3739,2025-12-25,من ح راس المال (  تمن بيع 31.960 طن خشب *16000 ),nan,1022720.0,1022720.0,4,من ح راس المال (  تمن بيع 31.960 طن خشب *16000 ),nan,approved,approved,line_based,True
373|2023-12-31,373,2023-12-31,عهده موقع,nan,500000.0,500000.0,2,عهده موقع,nan,approved,approved,line_based,True
3740|2025-09-06,3740,2025-09-06,دفعه من ح / توريد ابوعوده توريد رمل,nan,1461580.0,1461580.0,79,دفعه من ح / توريد ابوعوده توريد رمل,nan,approved,approved,line_based,True
3740|2025-12-25,3740,2025-12-25,عهدة موقع,nan,645360.0,645360.0,2,عهدة موقع,nan,approved,approved,line_based,True
3741|2025-09-07,3741,2025-09-07,اكراميات في الجهاز   + مصاريف بوفيه في الجهاز ,nan,13555.0,13555.0,7,اكراميات في الجهاز   + مصاريف بوفيه في الجهاز ,nan,approved,approved,line_based,True
3741|2025-12-25,3741,2025-12-25,الي ح راس المال ( رد جزء من سلفيه حياه كريمه ) ,nan,151000.0,151000.0,2,الي ح راس المال ( رد جزء من سلفيه حياه كريمه ) ,nan,approved,approved,line_based,True
3742|2025-09-09,3742,2025-09-09,كيلو مسمار 3 سم صلب *85,nan,7345.0,7345.0,15,كيلو مسمار 3 سم صلب *85,nan,approved,approved,line_based,True
3742|2025-12-25,3742,2025-12-25,مواصلات الموظفين طوال الاسبوع,nan,2800.0,2800.0,5,مواصلات الموظفين طوال الاسبوع,nan,approved,approved,line_based,True
3743|2025-09-11,3743,2025-09-11,اكراميه صب سقف التالت 39 + دروه 35,nan,39550.0,39550.0,23,اكراميه صب سقف التالت 39 + دروه 35,nan,approved,approved,line_based,True
3743|2025-12-27,3743,2025-12-27,دفعه من ح / الاتحاد العربي ,nan,564940.0,564940.0,26,دفعه من ح / الاتحاد العربي ,nan,approved,approved,line_based,True
3744|2025-09-13,3744,2025-09-13,رواتب الموظفين شهر 8,nan,235052.0,235052.0,9,رواتب الموظفين شهر 8,nan,approved,approved,line_based,True
3744|2025-12-29,3744,2025-12-29,مصاريف بوفيه ,nan,13180.0,13180.0,20,مصاريف بوفيه ,nan,approved,approved,line_based,True
3745|2025-09-15,3745,2025-09-15,4 كيلو لازق 914 * 185,nan,49160.0,49160.0,34,4 كيلو لازق 914 * 185,nan,approved,approved,line_based,True
3745|2025-12-31,3745,2025-12-31,شراء 4500 طوبه ( ال1000 بي 2050 ) لغرف التفتيش,nan,24790.0,24790.0,14,شراء 4500 طوبه ( ال1000 بي 2050 ) لغرف التفتيش,nan,approved,approved,line_based,True
3746|2025-09-20,3746,2025-09-20,فرمجه عامود الرابع عماره 39,nan,1244842.0,1244842.0,49,فرمجه عامود الرابع عماره 39,nan,approved,approved,line_based,True
3747|2025-09-21,3747,2025-09-21,بنزين للموقع ,nan,29885.0,29885.0,25,بنزين للموقع ,nan,approved,approved,line_based,True
3748|2025-09-23,3748,2025-09-23, 2 قاروره مياه ,nan,31085.0,31085.0,10, 2 قاروره مياه ,nan,approved,approved,line_based,True
3749|2025-09-24,3749,2025-09-24,مواصلات استاذ اسامه مع الخشب,nan,60630.0,60630.0,10,مواصلات استاذ اسامه مع الخشب,nan,approved,approved,line_based,True
374|2022-10-22,374,2022-10-22,بنزين للمولد,nan,150.0,150.0,2,بنزين للمولد,nan,approved,approved,line_based,True
374|2024-01-11,374,2024-01-11,تحويل لهيمكس ,nan,299000.0,299000.0,2,تحويل لهيمكس ,nan,approved,approved,line_based,True
3750|2025-09-27,3750,2025-09-27,تحريب نصف لفه حديد ,nan,532230.0,532230.0,29,تحريب نصف لفه حديد ,nan,approved,approved,line_based,True
3751|2025-09-28,3751,2025-09-28,من ح النقديه ( باقي حساب منشاه عبد القادر للحديد ),nan,28435.0,28435.0,16,من ح النقديه ( باقي حساب منشاه عبد القادر للحديد ),nan,approved,approved,line_based,True
3752|2025-09-30,3752,2025-09-30,ادوات مكتبيه للاستشاري ( 2 علبه اقلام + علبه اقلام تحديد ) ,nan,65160.0,65160.0,18,ادوات مكتبيه للاستشاري ( 2 علبه اقلام + علبه اقلام تحديد ) ,nan,approved,approved,line_based,True
3753|2025-10-02,3753,2025-10-02,قاروره مياه ,nan,917505.0,917505.0,34,قاروره مياه ,nan,approved,approved,line_based,True
3754|2025-10-05,3754,2025-10-05,اكراميات في الجهاز ,nan,15600.0,15600.0,12,اكراميات في الجهاز ,nan,approved,approved,line_based,True
3755|2025-10-05,3755,2025-10-05,الي ح النقديه ( وارد بيع خرده ),nan,3900.0,3900.0,2,الي ح النقديه ( وارد بيع خرده ),nan,approved,approved,line_based,True
3756|2025-10-07,3756,2025-10-07,سلفه من راتب احمد الغفير شهر 9,nan,32200.0,32200.0,19,سلفه من راتب احمد الغفير شهر 9,nan,approved,approved,line_based,True
375|2024-01-11,375,2024-01-11,عهده موقع,nan,789000.0,789000.0,2,عهده موقع,nan,approved,approved,line_based,True
376|2022-10-23,376,2022-10-23,بنزين للمولد,nan,150.0,150.0,2,بنزين للمولد,nan,approved,approved,line_based,True
376|2024-01-14,376,2024-01-14,عهده موقع,nan,150000.0,150000.0,2,عهده موقع,nan,approved,approved,line_based,True
3770|2024-01-25,3770,2024-01-25,اقفال وارد اضافات راس المال من المنصورة,nan,1155000.0,1155000.0,2,اقفال وارد اضافات راس المال من المنصورة,nan,approved,approved,line_based,True
3771|2025-05-17,3771,2025-05-17,اقفال وارد اضافات راس المال من الخارج,nan,2500000.0,2500000.0,2,اقفال وارد اضافات راس المال من الخارج,nan,approved,approved,line_based,True
3772|2025-04-15,3772,2025-04-15,اقفال وارد اضافات راس المال من الخارج,nan,904933.0,904933.0,2,اقفال وارد اضافات راس المال من الخارج,nan,approved,approved,line_based,True
3773|2025-04-17,3773,2025-04-17,اقفال وارد اضافات راس المال من الخارج,nan,510000.0,510000.0,2,اقفال وارد اضافات راس المال من الخارج,nan,approved,approved,line_based,True
3774|2025-04-28,3774,2025-04-28,اقفال وارد اضافات راس المال من الخارج,nan,2003000.0,2003000.0,2,اقفال وارد اضافات راس المال من الخارج,nan,approved,approved,line_based,True
377|2024-01-14,377,2024-01-14,تحويل لاحمد حبيب لتخليص الاوراق,nan,4000.0,4000.0,2,تحويل لاحمد حبيب لتخليص الاوراق,nan,approved,approved,line_based,True
378|2022-10-23,378,2022-10-23,دفعه من حساب العامل محمود,nan,300.0,300.0,2,دفعه من حساب العامل محمود,nan,approved,approved,line_based,True
378|2024-01-18,378,2024-01-18,عهده موقع,nan,485000.0,485000.0,2,عهده موقع,nan,approved,approved,line_based,True
379|2024-01-21,379,2024-01-21,عهده موقع,nan,200000.0,200000.0,2,عهده موقع,nan,approved,approved,line_based,True
37|2023-07-30,37,2023-07-30,مستخلص رقم 14,nan,1358575.5275,1358575.5275,3,مستخلص رقم 14,nan,approved,approved,line_based,True
380|2022-10-24,380,2022-10-24,دفعه من مستخلص نجاره منتصر,nan,10000.0,10000.0,2,دفعه من مستخلص نجاره منتصر,nan,approved,approved,line_based,True
380|2024-01-25,380,2024-01-25,عهده موقع,nan,888000.0,888000.0,2,عهده موقع,nan,approved,approved,line_based,True
381|2024-01-25,381,2024-01-25,عهده موقع,nan,605000.0,605000.0,2,عهده موقع,nan,approved,approved,line_based,True
382|2022-10-24,382,2022-10-24,دفعه من مستخلص نجاره محمد محمد شحاته,nan,3000.0,3000.0,2,دفعه من مستخلص نجاره محمد محمد شحاته,nan,approved,approved,line_based,True
382|2024-02-08,382,2024-02-08,عهده موقع,nan,700000.0,700000.0,2,عهده موقع,nan,approved,approved,line_based,True
