tx_key,line_no,account_code,debit_amount,credit_amount,description,source_old_code,source_old_name
2369|2024-10-09,2,5100,7000.0,0.0,غفره العرب عن شهر9,31,التكاليف .
2369|2024-10-09,3,5100,1315.0,0.0,دفعه من حساب ايجار 250قمطه *.75قرش *24يوم=4500+ احزمه ,31,التكاليف .
2369|2024-10-09,4,5100,1315.0,0.0,دفعه من حساب ايجار 250قمطه *.75قرش *24يوم=4500+ احزمه ,31,التكاليف .
2369|2024-10-09,5,5100,370.0,0.0,دفعه من حساب ايجار 250قمطه *.75قرش *24يوم=4500+ احزمه ,31,التكاليف .
2369|2024-10-09,6,22104,10000.0,0.0,دفعه من حساب رمال ابومالك,234,الموردين .
2369|2024-10-09,7,5100,2500.0,0.0,سلفيه من راتب ا حسام عن شهر 10,31,التكاليف .
2369|2024-10-09,8,12101,0.0,466000.0,الي ح الخزينه ( خزنه يوم 9/10/2024),131,الخزينة .
2369|2024-10-09,9,22103,20000.0,0.0,دفعه من مستخلص كهرباء احمد خميس ,232,المقاولون .
2369|2024-10-09,10,22103,25000.0,0.0,دفعه من مستخلص عبدالكريم النجار ( كريم ),232,المقاولون .
2369|2024-10-09,11,22103,40000.0,0.0,دفعه من يوميات مرمات  كهرباء احمد عاطف هجرس بالخصم علي هشام,232,المقاولون .
2369|2024-10-09,12,22103,15000.0,0.0,دفعه من مستخلص نقاشه عبد الحميد,232,المقاولون .
2369|2024-10-09,13,22103,20000.0,0.0,دفعه من مستخلص أبو عبدالله رخام ,232,المقاولون .
2369|2024-10-09,14,22103,20000.0,0.0,دفعه من مستخلص كريتال احمد رزق,232,المقاولون .
2369|2024-10-09,15,5100,6500.0,0.0,ايجار شقه المهندسين عن شهر 10,31,التكاليف .
2369|2024-10-09,16,22103,75000.0,0.0,دفعه من مستخلص محاره السيد رجب,232,المقاولون .
2369|2024-10-09,17,22103,15000.0,0.0,دفعه من حساب لودر أبو مالك,232,المقاولون .
2369|2024-10-09,18,22103,15000.0,0.0,دفعه من مستخلص نحاته كرم ,232,المقاولون .
2369|2024-10-09,19,22103,100000.0,0.0,دفعه من مستخلص مباني رامي,232,المقاولون .
2369|2024-10-09,20,22103,15000.0,0.0,دفعه من مستخلص حداده محمد خالد,232,المقاولون .
2369|2024-10-09,21,22103,4000.0,0.0,دفعه من حساب العماله ,232,المقاولون .
2369|2024-10-09,22,22103,20000.0,0.0,دفعه من حساب مياه مصطفي كرم,232,المقاولون .
2369|2024-10-09,23,22104,20000.0,0.0,دفعه من حساب عبدالله اسنت شركه الفتح ,234,الموردين .
2369|2024-10-09,24,22104,20000.0,0.0,دفعه من حساب الاتحاد العربي,234,الموردين .
2369|2024-10-09,25,22103,6000.0,0.0,دفعه من مستخلص صحي علي فرج,232,المقاولون .
236|2022-10-17,1,12101,0.0,50.0,اكراميه بمب صب سقف ارضي 42 و25 وعمود اول 27.,131,الخزينة .
236|2022-10-17,2,5100,50.0,0.0,اكراميه بمب صب سقف ارضي 42 و25 وعمود اول 27.,31,التكاليف .
236|2022-12-21,1,12101,200000.0,0.0,عهده موقع,131,الخزينة .
236|2022-12-21,2,12103,0.0,200000.0,عهده موقع,132,البنوك .
2370|2024-10-14,1,5100,125.0,0.0,مصاريف بوفيه ,31,التكاليف .
2370|2024-10-14,2,5100,1000.0,0.0,فرمجيه عمود ارض 39 ,31,التكاليف .
2370|2024-10-14,3,5100,600.0,0.0,فرمجيه عمود اول عماره 36,31,التكاليف .
2370|2024-10-14,4,5100,200.0,0.0,اكراميه بمب صب عمود 39 + عمود 36+ سياره لتوصيل الاستشاري ومهندس الموقع بعد السهرة,31,التكاليف .
2370|2024-10-14,5,5100,200.0,0.0,اكراميه بمب صب عمود 39 + عمود 36+ سياره لتوصيل الاستشاري ومهندس الموقع بعد السهرة,31,التكاليف .
2370|2024-10-14,6,22103,10000.0,0.0,دفعه من مستخلص حساب محمود حداده,232,المقاولون .
2370|2024-10-14,7,22103,10000.0,0.0,دفعه من مستخلص حساب ابوعبدالله رخام,232,المقاولون .
2370|2024-10-14,8,22103,2000.0,0.0,سيارة امير,232,المقاولون .
2370|2024-10-14,9,12101,0.0,44660.0,الي ح الخزينه ( خزنه يوم 14/10/2024),131,الخزينة .
2370|2024-10-14,10,5100,450.0,0.0,شراء 4 شكاير جبس لعمارة 42 ,31,التكاليف .
2370|2024-10-14,11,11105,5900.0,0.0,شراء كيسه لكمبيوتر المحاسب +كيبورد,115,الحاسب الالى
2370|2024-10-14,12,5100,250.0,0.0,من ح / سهره استشاري لصب عمود اول عماره 35,31,التكاليف .
2370|2024-10-14,13,5100,250.0,0.0,من ح سهره استشاري لصب عمود اول 39,31,التكاليف .
2370|2024-10-14,14,5100,250.0,0.0,من ح سهره اشتشارى لدكه ع 34,31,التكاليف .
2370|2024-10-14,15,5100,35.0,0.0,مصاريف مواصلات لشراء الكيسه ,31,التكاليف .
2370|2024-10-14,16,22103,10000.0,0.0,دفعه من مستخلص نجاره عبد الكريم ,232,المقاولون .
2370|2024-10-14,17,5100,3400.0,0.0,سلفيه من راتب ا حسام عن شهر 10,31,التكاليف .
2371|2024-10-15,1,12101,0.0,10431.5,الي ح الخزينه ( خزنه يوم 15/10/2024),131,الخزينة .
2371|2024-10-15,2,5100,85.0,0.0,اوبر للمهندسين ,31,التكاليف .
2371|2024-10-15,3,5100,141.5,0.0,من ح / نسكافيه للاستشاري,31,التكاليف .
2371|2024-10-15,4,5100,90.0,0.0,من ح مياه للموقع,31,التكاليف .
2371|2024-10-15,5,5100,3100.0,0.0,من ح المشتريات ( مسمار 3 صلب + كوريك + سلك مواعين + اجنه + 2 لفه سلك رباط,31,التكاليف .
2371|2024-10-15,6,5100,6060.0,0.0,سياره للاستشاري + عموله تحويل عن شهر 9,31,التكاليف .
2371|2024-10-15,7,5100,250.0,0.0,اكراميات في الجهاز ,31,التكاليف .
2371|2024-10-15,8,5100,605.0,0.0,بنزين سياره ا علي ,31,التكاليف .
2371|2024-10-15,9,5100,100.0,0.0,من ح مياه للموقع,31,التكاليف .
2372|2024-10-18,1,22103,3000.0,0.0,حساب الحفار ( حفر ف مواسير الصرف للربط ع المرافق ف الموقع,232,المقاولون .
2372|2024-10-18,2,5100,50.0,0.0,كرتات طريق سياره ا علي  للذهاب للقاهره ,31,التكاليف .
2372|2024-10-18,3,22103,4000.0,0.0,دفعه من ح سياره امير ,232,المقاولون .
2372|2024-10-18,4,5100,4250.0,0.0,سكن م محمد مشرف عن شهر 10,31,التكاليف .
2372|2024-10-18,5,5100,500.0,0.0,سلفه من راتب استاذ حسام ,31,التكاليف .
2372|2024-10-18,6,22103,1200.0,0.0,دفعه من ح الفرمجي ( للموقع ),232,المقاولون .
2372|2024-10-18,7,12101,0.0,57700.0,الي ح الخزينه ( خزنه يوم 18/10/2024),131,الخزينة .
2372|2024-10-18,8,22103,1500.0,0.0,دفعه من ح / رضا حلوق تخصم ع حسام,232,المقاولون .
2372|2024-10-18,9,5100,3200.0,0.0,تحريب حديد ,31,التكاليف .
2372|2024-10-18,10,22103,20000.0,0.0,دفعه من مستخلص مباني رامي,232,المقاولون .
2372|2024-10-18,11,22103,10000.0,0.0,دفعه من مستخلص علي عزل,232,المقاولون .
2372|2024-10-18,12,22103,5000.0,0.0,دفعه من مستخلص نجاره كريم ,232,المقاولون .
2372|2024-10-18,13,22103,5000.0,0.0,دفعه من مستخلص السيد فرغلي سيراميك,232,المقاولون .
2373|2024-10-21,1,12101,0.0,111449.0,الي ح الخزينه ( خزنه يوم 21/10/2024),131,الخزينة .
2373|2024-10-21,2,5100,970.0,0.0,شراء جبس ومتر,31,التكاليف .
2373|2024-10-21,3,5100,335.0,0.0,بنزين للموقع ,31,التكاليف .
2373|2024-10-21,4,5100,210.0,0.0,شراء كوريك صلب + يد فاس ,31,التكاليف .
2373|2024-10-21,5,5100,244.0,0.0,بوفيه للاستشاري,31,التكاليف .
2373|2024-10-21,6,5100,200.0,0.0,اوبر للمهندسين ذهاب وعوده للسكن,31,التكاليف .
2373|2024-10-21,7,22103,4850.0,0.0,دفعه من ح العماله,232,المقاولون .
2373|2024-10-21,8,5100,200.0,0.0,من ح اوبر لسهرات المهندسين يوم 7 توصيل للسكن,31,التكاليف .
2373|2024-10-21,9,5100,100.0,0.0, من ح / اكراميه لسواق الصحي ,31,التكاليف .
2373|2024-10-21,10,5100,200.0,0.0,ملئ انبوبه غاز للغفر,31,التكاليف .
2373|2024-10-21,11,5100,550.0,0.0,ايجار الكاك لدك الحطه الاخيره ع 33,31,التكاليف .
2373|2024-10-21,12,22104,99000.0,0.0,دفعه من ح عصام ايجيبت فيرم,234,الموردين .
2373|2024-10-21,13,5100,600.0,0.0,تنزيل بلتات + ونقل بلتات لعماره 29,31,التكاليف .
2373|2024-10-21,14,5100,200.0,0.0,من ح اوبر للسهرات المهندسن يوم 19 لتسليم استشاري اعمده الدور الاول ع 35,31,التكاليف .
2373|2024-10-21,15,5100,150.0,0.0,اكراميه بامب ,31,التكاليف .
2373|2024-10-21,16,5100,250.0,0.0,ايجار هزاز لسقف الدور التالت ع 41,31,التكاليف .
2373|2024-10-21,17,5100,95.0,0.0,من ح مياه للموقع,31,التكاليف .
2373|2024-10-21,18,5100,345.0,0.0,3 كوزلك للصلب بالموقع,31,التكاليف .
2373|2024-10-21,19,5100,500.0,0.0,شراء 2 جابولت لتصليح كسر مواسير بالموقع,31,التكاليف .
2373|2024-10-21,20,5100,250.0,0.0,من ح / سهره الاستشاري لاستلام اعمده الدور التالت علوي ع 35,31,التكاليف .
2373|2024-10-21,21,5100,250.0,0.0,من ح / سهره الاستشاري لصب سقف الدور التالت علوي ع 41,31,التكاليف .
2373|2024-10-21,22,5100,750.0,0.0,فرمجه اعمده الدور الاول ع 35,31,التكاليف .
2373|2024-10-21,23,5100,1000.0,0.0,فرمجه سقف الدور الثالث علوي عماره 41,31,التكاليف .
2373|2024-10-21,24,5100,200.0,0.0,من ح اوبر للمشتريات,31,التكاليف .
2374|2024-10-22,1,12101,0.0,20905.0,الي ح الخزينه ( خزنه يوم 22/10/2024),131,الخزينة .
2374|2024-10-22,2,5100,200.0,0.0,اوبر للموظفين ذهاب وعوده للموقع,31,التكاليف .
2374|2024-10-22,3,5100,25.0,0.0,ادوات مكتبيه للاستشاري ,31,التكاليف .
2374|2024-10-22,4,5100,100.0,0.0,بنزين للموقع ,31,التكاليف .
2374|2024-10-22,5,5100,95.0,0.0,من ح مياه للموقع,31,التكاليف .
2374|2024-10-22,6,5100,30.0,0.0,مواصلات الذهاب للمكتبيه لشراء المتلزمات للاستشاري,31,التكاليف .
2374|2024-10-22,7,5100,18000.0,0.0,سياره الجهاز 3شهور(شهر 8و9و10),31,التكاليف .
2374|2024-10-22,8,5100,215.0,0.0,اوبر للموظفين ذهاب وعوده للموقع,31,التكاليف .
2374|2024-10-22,9,5100,2000.0,0.0,دفعه من ح ايجار القمط ,31,التكاليف .
2374|2024-10-22,10,5100,240.0,0.0,ادوات مكتبيه للاستشاري ,31,التكاليف .
2375|2024-10-26,1,22103,25000.0,0.0,دفعه من ح مستخلص عبد الحميد النقاش,232,المقاولون .
2375|2024-10-26,2,22103,15000.0,0.0,دفعه من ح مستخلص احمد رزق كريتال,232,المقاولون .
2375|2024-10-26,3,22103,10000.0,0.0,دفعه من ح مستخلص احمد عاطف كهربا,232,المقاولون .
2375|2024-10-26,4,22103,10000.0,0.0,دفعه من ح  مستخلص حسام ندا,232,المقاولون .
2375|2024-10-26,5,12101,0.0,713015.0,الي ح الخزينه ( خزنه يوم 26/10/2024),131,الخزينة .
2375|2024-10-26,6,22103,45000.0,0.0,دفعه من ح مستخلص عبد الكريم النجار,232,المقاولون .
2375|2024-10-26,7,5100,5000.0,0.0,يوميات عماله لفكيه ,31,التكاليف .
2375|2024-10-26,8,5100,4000.0,0.0,سلفه من راتب ا حسن عن شهر 10,31,التكاليف .
2375|2024-10-26,9,5100,95.0,0.0,مباه للموقع,31,التكاليف .
2375|2024-10-26,10,5100,40.0,0.0,اكراميه لسواق  عربيه السيراميك,31,التكاليف .
2375|2024-10-26,11,22103,5400.0,0.0,دفعه من ح مستخلص العماله,232,المقاولون .
2375|2024-10-26,12,5100,50.0,0.0,عموله تحويل لحساب امير,31,التكاليف .
2375|2024-10-26,13,5100,250.0,0.0,بنزين للموقع,31,التكاليف .
2375|2024-10-26,14,5100,75.0,0.0,مشوار ايجار القمط ,31,التكاليف .
2375|2024-10-26,15,5100,250.0,0.0,مشوار توصيل الدكاك ( ذهاب و عوده),31,التكاليف .
2375|2024-10-26,16,5100,300.0,0.0,ايجار  الدكاك,31,التكاليف .
2375|2024-10-26,17,22103,2000.0,0.0,دفعه من ح امير,232,المقاولون .
2375|2024-10-26,18,22104,5000.0,0.0,دفعه من حساب رمال العرب,234,الموردين .
2375|2024-10-26,19,22103,30000.0,0.0,دفعه من ح / لودر ابومالك,232,المقاولون .
2375|2024-10-26,20,22103,90000.0,0.0,دفعه من ح مستخلص احمد خميس كهربا,232,المقاولون .
2375|2024-10-26,21,22103,12000.0,0.0,دفعه من ح السيد فرغلي سيراميك ,232,المقاولون .
2375|2024-10-26,22,5100,195.0,0.0,اوبر للموظفين ذهاب وعوده للموقع,31,التكاليف .
2375|2024-10-26,23,5100,140.0,0.0,مصاريف بوفيه ,31,التكاليف .
2375|2024-10-26,24,5100,10000.0,0.0,من ح استاذ محمد مرعي,31,التكاليف .
2375|2024-10-26,25,5100,4000.0,0.0,سلفه من ح استاذ حسام ,31,التكاليف .
2375|2024-10-26,26,22104,15000.0,0.0,دفعه من شركه نور الدين كهربا,234,الموردين .
2375|2024-10-26,27,22104,25000.0,0.0,دفعه من ح شركه الفتح للاسمنت ,234,الموردين .
2375|2024-10-26,28,5100,220.0,0.0,بنزين للموقع ,31,التكاليف .
2375|2024-10-26,29,22103,20000.0,0.0,دفعه من مستخلص محمد الحداد,232,المقاولون .
2375|2024-10-26,30,22104,70000.0,0.0,دفعه من ح الاتحاد العربي,234,الموردين .
2375|2024-10-26,31,22103,30000.0,0.0,دفعه من ح ابو عبدالله رخام,232,المقاولون .
2375|2024-10-26,32,22103,100000.0,0.0,دفعه من ح سيد رجب محاره ,232,المقاولون .
2375|2024-10-26,33,22103,20000.0,0.0,دفعه من ح مصطفي مياه ,232,المقاولون .
2375|2024-10-26,34,22103,5000.0,0.0,دفعه من ح كرم النحات ,232,المقاولون .
2375|2024-10-26,35,22103,4000.0,0.0,دفعه من ح علي فرج السباك,232,المقاولون .
2375|2024-10-26,36,22103,150000.0,0.0,دفعه من مستخلص رامي مباني,232,المقاولون .
2376|2024-10-27,1,5100,175.0,0.0,من ح سلف / استاذ حسام من راتب شهر 10,31,التكاليف .
2376|2024-10-27,2,5100,810.0,0.0,من ج / مشتريات السباكه ( خراطيم+ مسامير),31,التكاليف .
2376|2024-10-27,3,5100,170.0,0.0,من ح / ( اوبر لشراء مشتريات للسباكه ) ذهاب وعوده,31,التكاليف .
2376|2024-10-27,4,5100,2850.0,0.0,دفعه من ح / ايجار القمط ,31,التكاليف .
2376|2024-10-27,5,12101,0.0,4005.0,الي ح الخزينه ( خزنه يوم 27/10/2024),131,الخزينة .
2377|2024-10-28,1,12101,0.0,1745.0,الي ح الخزينه ( خزنه يوم 28/10/2024),131,الخزينة .
2377|2024-10-28,2,5100,35.0,0.0,مصاريف بوفيه,31,التكاليف .
2377|2024-10-28,3,5100,830.0,0.0,دفعه من ح الروتر ,31,التكاليف .
2377|2024-10-28,4,5100,180.0,0.0,مياه للموقع 2 قارورة,31,التكاليف .
2377|2024-10-28,5,5100,500.0,0.0,من ح ( يوميات تعديل حفر عماره 33),31,التكاليف .
2377|2024-10-28,6,5100,200.0,0.0,من ح اوبر ذهاب وعوده للموظفين,31,التكاليف .
2378|2024-10-30,1,5100,50.0,0.0,مصروفات ف الجهاز,31,التكاليف .
2378|2024-10-30,2,5100,60.0,0.0,فرش صنفره لاعمال دهان عماره 39,31,التكاليف .
2378|2024-10-30,3,5100,400.0,0.0,مقابض للعينه ( تحت طلب الاستشارى),31,التكاليف .
2378|2024-10-30,4,5100,1200.0,0.0,مجموعه مشاوير (ذهاب وعوده ) للموظفين,31,التكاليف .
2378|2024-10-30,5,5100,665.0,0.0,(6قوارير مياه),31,التكاليف .
2378|2024-10-30,6,5100,350.0,0.0,بنزين للموقع,31,التكاليف .
2378|2024-10-30,7,5100,150.0,0.0,اوبر للموظفين ( ذهاب للموقع ),31,التكاليف .
2378|2024-10-30,8,5100,2000.0,0.0,سلك رباط+ زوايا سيراميك لاعمال السيراميك في عماره 29,31,التكاليف .
2378|2024-10-30,9,5100,4500.0,0.0,سلك رباط لاعمال سباكه وحداده ف الموقع ,31,التكاليف .
2378|2024-10-30,10,5100,300.0,0.0,من ح مشوار توصيل الدكاك ( ذهاب وعوده),31,التكاليف .
2378|2024-10-30,11,5100,250.0,0.0,ايجار الدكاك لعمارة 39,31,التكاليف .
2378|2024-10-30,12,5100,35.0,0.0, ح / ادوات مكتبيه للمكتب الفني,31,التكاليف .
2378|2024-10-30,13,5100,300.0,0.0,بخاخ رش لاعمال دهان عماره 39,31,التكاليف .
2378|2024-10-30,14,5100,50.0,0.0,فرش دهان لاعمال المحاره عماره 39,31,التكاليف .
2378|2024-10-30,15,5100,3000.0,0.0,3 بينتونال ,31,التكاليف .
2378|2024-10-30,16,5100,50.0,0.0,من ح ميزان لعربيه الحديد,31,التكاليف .
2378|2024-10-30,17,5100,100.0,0.0,من ح اكراميه سواق الحديد,31,التكاليف .
2378|2024-10-30,18,5100,50.0,0.0,مصروفات بوفيه للاستشاري,31,التكاليف .
2378|2024-10-30,19,5100,105.0,0.0,اوببر للموظفين,31,التكاليف .
2378|2024-10-30,20,5100,300.0,0.0,بنزين للموقع,31,التكاليف .
2378|2024-10-30,21,5100,400.0,0.0,جابولت تصليح للموقع,31,التكاليف .
2378|2024-10-30,22,5100,75.0,0.0,من ح / مياه للموقع,31,التكاليف .
2378|2024-10-30,23,5100,400.0,0.0,من ح بيتموين يتم استخدامه ف اعمال العزل,31,التكاليف .
2378|2024-10-30,24,5100,400.0,0.0,بنزين للموقع,31,التكاليف .
2378|2024-10-30,25,5100,950.0,0.0,( 10 قارورة مياه ),31,التكاليف .
2378|2024-10-30,26,5100,30.0,0.0,من ح / مشتريات للموقع ( كوبايات),31,التكاليف .
2378|2024-10-30,27,5100,320.0,0.0,لزق شفاف + اصفر تيب لاعمال الدهان ف الموقع,31,التكاليف .
2378|2024-10-30,28,5100,1000.0,0.0,مجوعه مشاوير اوبر( ايجار قمط + ايجار دكاك ( ذهاب وعوده),31,التكاليف .
2378|2024-10-30,29,5100,1600.0,0.0,سيفتي للاستشاري,31,التكاليف .
2378|2024-10-30,30,5100,725.0,0.0,بنزين لسياره استاذ علي ,31,التكاليف .
2378|2024-10-30,31,5100,425.0,0.0,( ضيافه + نثريات+ كرتات طريق),31,التكاليف .
2378|2024-10-30,32,12101,0.0,48309.0,الي ح الخزينه ( خزنه يوم 30/10/2024),131,الخزينة .
2378|2024-10-30,33,5100,2200.0,0.0,دفعه من ح الروتر,31,التكاليف .
2378|2024-10-30,34,22103,5891.0,0.0,دفعه من ح / العماله ,232,المقاولون .
2378|2024-10-30,35,5100,1500.0,0.0,مجموعه مشاوير اوبر للموظفين ( ذهاب وعوده) ,31,التكاليف .
2378|2024-10-30,36,5100,300.0,0.0,مشوار لايجار الدكاك ( ذهاب وعوده),31,التكاليف .
2378|2024-10-30,37,5100,250.0,0.0,ايجار الدكاك لعمارة 33,31,التكاليف .
2378|2024-10-30,38,5100,4200.0,0.0,سياره الخشب  للموقع,31,التكاليف .
2378|2024-10-30,39,5100,570.0,0.0,(2 كالون باب شقه لمكتب للاستشاري),31,التكاليف .
2378|2024-10-30,40,5100,2000.0,0.0,من ح ( صب الطبانه اعمال فرمجه,31,التكاليف .
2378|2024-10-30,41,22103,1000.0,0.0,دفعه من ح امير,232,المقاولون .
2378|2024-10-30,42,5100,400.0,0.0,( مصاريف بوفيه),31,التكاليف .
2378|2024-10-30,43,5100,923.0,0.0,مستلزمات سباكه (للموقع),31,التكاليف .
2378|2024-10-30,44,5100,250.0,0.0,بسكوت لاعمال الحداده ف الموقع,31,التكاليف .
2378|2024-10-30,45,5100,500.0,0.0,ادوات مكتبيه للاستشاري,31,التكاليف .
2378|2024-10-30,46,5100,500.0,0.0,مستلزمات كهرباء دق وتركيب في عماره 24,31,التكاليف .
2378|2024-10-30,47,5100,500.0,0.0,مستلزمات كهرباء دق وتركيب في عماره26,31,التكاليف .
2378|2024-10-30,48,5100,500.0,0.0,مستلزمات كهرباء دق وتركيب في عماره 42,31,التكاليف .
2378|2024-10-30,49,5100,225.0,0.0,( مصاريف بوفيه),31,التكاليف .
2378|2024-10-30,50,5100,120.0,0.0,سيلكون للحمامات + مكانس ( للموقع),31,التكاليف .
2378|2024-10-30,51,5100,900.0,0.0,( 15 شيكاره جبش + مصاريف النقل),31,التكاليف .
2378|2024-10-30,52,22103,5000.0,0.0,دفعه من ح امير ( موجوده ف حسابه),232,المقاولون .
2378|2024-10-30,53,5100,150.0,0.0,من ح اكراميه تنزيل اسمنت,31,التكاليف .
2378|2024-10-30,54,5100,190.0,0.0,من ح اوبر ذهاب وعوده للموظفين,31,التكاليف .
2379|2024-10-31,1,22103,5000.0,0.0,بوميات فكيه بالخصم علي هشام الكهربائي,232,المقاولون .
2379|2024-10-31,2,5100,7000.0,0.0,غفره العرب عن شهر10,31,التكاليف .
2379|2024-10-31,3,22103,30000.0,0.0,دفعه من ح ( احمد رزق كريتال),232,المقاولون .
2379|2024-10-31,4,22103,5000.0,0.0,دفعه من ح عبد الكريم النجار,232,المقاولون .
2379|2024-10-31,5,5100,101200.0,0.0,رواتب شهر(10),31,التكاليف .
2379|2024-10-31,6,22103,2000.0,0.0,يوميات كهرباء للسيد فرغلي بالخصم علي هشام الكهربائي,232,المقاولون .
2379|2024-10-31,7,22103,2000.0,0.0,باقي يوميات محمد علي السباك ( لتعديل خط الصرف باوامر الاستشاري),232,المقاولون .
2379|2024-10-31,8,22103,3650.0,0.0,دفعه من ح العمااله ,232,المقاولون .
2379|2024-10-31,9,5100,2700.0,0.0,دفعه من ح التحريب,31,التكاليف .
2379|2024-10-31,10,22103,4000.0,0.0,من ح محمود كرانيس,232,المقاولون .
2379|2024-10-31,11,22103,5000.0,0.0,دفعه من ح رامي مباني,232,المقاولون .
2379|2024-10-31,12,22103,15000.0,0.0,من ح / كرم النحات ,232,المقاولون .
2379|2024-10-31,13,22103,2000.0,0.0,دفعه من ح امير ,232,المقاولون .
2379|2024-10-31,14,5100,100.0,0.0,ادوات مكتبيه ( اظرف),31,التكاليف .
2379|2024-10-31,15,5100,250.0,0.0,من ح اوبر للموظفين ذهاب وعوده + سهره,31,التكاليف .
2379|2024-10-31,16,5100,250.0,0.0,من حسهره للاستشاري,31,التكاليف .
2379|2024-10-31,17,5100,200.0,0.0,باقي حساب بيتوميل للموقع,31,التكاليف .
2379|2024-10-31,18,22103,5000.0,0.0,من ح محمد خالد الحداد,232,المقاولون .
2379|2024-10-31,19,12101,0.0,197350.0,الي ح الخزينه ( خزنه يوم 30/10/2024),131,الخزينة .
2379|2024-10-31,20,5100,7000.0,0.0,ايجار شقه المهندسين عن شهر 11,31,التكاليف .
237|2022-12-22,1,12101,300000.0,0.0,عهده موقع,131,الخزينة .
237|2022-12-22,2,12103,0.0,300000.0,عهده موقع,132,البنوك .
2380|2024-11-04,1,5100,550.0,0.0,بنزين للموقع ,31,التكاليف .
2380|2024-11-04,2,12101,0.0,4010.0,الي ح الخزينه ( خزنه يوم 4/11/2024),131,الخزينة .
2380|2024-11-04,3,5100,100.0,0.0,مصاريف بوفيه,31,التكاليف .
2380|2024-11-04,4,5100,250.0,0.0,ايجار الدكاك لدك حطه اوله عماره 39,31,التكاليف .
2380|2024-11-04,5,5100,350.0,0.0,سهره الاستشاري,31,التكاليف .
2380|2024-11-04,6,5100,100.0,0.0,اكراميه بامب اعمده سقف الاول ع 36,31,التكاليف .
2380|2024-11-04,7,5100,100.0,0.0,اكراميه بامب اعمده الدور الاول ع 39,31,التكاليف .
2380|2024-11-04,8,5100,180.0,0.0,الاوبر ذهاب وعوده,31,التكاليف .
2380|2024-11-04,9,5100,1100.0,0.0,فرمجه سقف الدور الاول + ايجار الهزاز,31,التكاليف .
2380|2024-11-04,10,5100,180.0,0.0,(2) فارورة مياه ,31,التكاليف .
2380|2024-11-04,11,5100,150.0,0.0,مشوار ايجار الهزاز ذهاب وعوده,31,التكاليف .
2380|2024-11-04,12,5100,300.0,0.0,مشوار ايجار الدكاك ذهاب وعوده,31,التكاليف .
2380|2024-11-04,13,5100,150.0,0.0,اكراميه سواق الحديد + وزن المواصلات,31,التكاليف .
2380|2024-11-04,14,5100,150.0,0.0,اوبر عوده المهندس بعد السهره,31,التكاليف .
2380|2024-11-04,15,5100,150.0,0.0,مواصلات الموظف ذهاب وعوده لمصنع الحدبد,31,التكاليف .
2380|2024-11-04,16,22103,200.0,0.0,ابوعبدالله مصاريف,232,المقاولون .
2381|2024-11-05,1,5100,200.0,0.0,من ح ( اوبر للموظفين ذهاب وعوده),31,التكاليف .
2381|2024-11-05,2,5100,20.0,0.0,مشتريات للموقع ( كوبايات),31,التكاليف .
2381|2024-11-05,3,5100,25.0,0.0,شربون صاروخ ( للموقع),31,التكاليف .
2381|2024-11-05,4,5100,520.0,0.0,شحن روتر الشركه (النت),31,التكاليف .
2381|2024-11-05,5,12101,0.0,15940.0,الي ح الخزينه ( خزنه يوم 4/11/2024),131,الخزينة .
2381|2024-11-05,6,5100,190.0,0.0,اوبر للموظفين ذهاب وعوده,31,التكاليف .
2381|2024-11-05,7,5100,100.0,0.0,ظروف عمل ( فعل خير),31,التكاليف .
2381|2024-11-05,8,5100,2000.0,0.0,(2) برتات للصرف عند عماره 39,31,التكاليف .
2381|2024-11-05,9,5100,100.0,0.0,اكراميه تنزيل ماده,31,التكاليف .
2381|2024-11-05,10,5100,65.0,0.0,  مصاريف بوفيه (بن للموقع ,31,التكاليف .
2381|2024-11-05,11,5100,150.0,0.0,اوبر ذهاب وعوده للمشتريات,31,التكاليف .
2381|2024-11-05,12,5100,100.0,0.0,اوبر للموظفين,31,التكاليف .
2381|2024-11-05,13,5100,60.0,0.0,اسطوانه قطعيه (9) atb,31,التكاليف .
2381|2024-11-05,14,5100,250.0,0.0,سلك بقلاوه محاره محمله للموقع,31,التكاليف .
2381|2024-11-05,15,5100,260.0,0.0,(4) كيلو مسمار صلب للموقع,31,التكاليف .
2381|2024-11-05,16,5100,3260.0,0.0,(4) لفف سلك رباط للموقع,31,التكاليف .
2381|2024-11-05,17,5100,90.0,0.0,ملئ انبوبه الغاز,31,التكاليف .
2381|2024-11-05,18,22103,5000.0,0.0,دفعه من ح العزل,232,المقاولون .
2381|2024-11-05,19,22103,2500.0,0.0,دفعه من ح رضا حلوق ( بالخصم علي حسام),232,المقاولون .
2381|2024-11-05,20,5100,90.0,0.0,قاروره مياه ,31,التكاليف .
2381|2024-11-05,21,5100,340.0,0.0,بنزين للموقع ,31,التكاليف .
2381|2024-11-05,22,5100,450.0,0.0,اوكسيد + (2) شيكارة جراوت ,31,التكاليف .
2381|2024-11-05,23,5100,170.0,0.0,رزمه ورق ( a4),31,التكاليف .
2382|2024-11-09,1,22104,65000.0,0.0,دفعه من ح ( شركه الاتحاد العربي),234,الموردين .
2382|2024-11-09,2,22104,25000.0,0.0,دفعه من ح (شركه نور الدين ),234,الموردين .
2382|2024-11-09,3,22104,10000.0,0.0,دفعه من ح ( توريدات رمال العرب),234,الموردين .
2382|2024-11-09,4,22103,15000.0,0.0,دفعه من ح / محمد خالد الحداد ,232,المقاولون .
