reference_number,transaction_date,description,total_debit,total_credit,org_id
1183,2022-08-25,19لتر ماء حلو للكرافان,37.00,37.00,d5789445-11e3-4ad6-9297-b56521675114
1184,2022-08-25,2علبه حفظ ملفات,90.00,90.00,d5789445-11e3-4ad6-9297-b56521675114
1184,2022-11-24,سلفه من راتب احمد العفير من شهر 11,1600.00,1600.00,d5789445-11e3-4ad6-9297-b56521675114
1185,2022-08-25,بنزين للمولد,150.00,150.00,d5789445-11e3-4ad6-9297-b56521675114
1186,2022-08-25,علاج لاحمد الغفير  بسبب اصابه في العمل,60.00,60.00,d5789445-11e3-4ad6-9297-b56521675114
1186,2022-11-24,اكراميات بمب صب سقف ثاني 31.27 وسقف اول 25 وعمود ثاني 38.,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1187,2022-08-25,طباعه اوراق a0,40.00,40.00,d5789445-11e3-4ad6-9297-b56521675114
1188,2022-08-25,يوميه بنا ومساعد  ( عمل علب قواعد عماره 42),500.00,500.00,d5789445-11e3-4ad6-9297-b56521675114
1188,2022-11-24,اكراميات بمب صب سقف ثاني 31.27 وسقف اول 25 وعمود ثاني 38.,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1189,2022-08-25,مصاريف سحب نقديه من ATM,15.00,15.00,d5789445-11e3-4ad6-9297-b56521675114
1190,2022-08-25,فرمجه ( محمد نصر ),1000.00,1000.00,d5789445-11e3-4ad6-9297-b56521675114
1190,2022-11-24,اكراميات بمب صب سقف ثاني 31.27 وسقف اول 25 وعمود ثاني 38.,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1191,2022-08-25,مياه معدنيه للاستشاري,28.00,28.00,d5789445-11e3-4ad6-9297-b56521675114
1192,2022-08-25,اكراميه سياره الحدبد,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1192,2022-11-24,اكراميات بمب صب سقف ثاني 31.27 وسقف اول 25 وعمود ثاني 38.,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
1193,2022-08-25,يوميات غفير في رش ماء معالجه مسلحات 29.25,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1194,2022-08-25,راتب غفير حضر في العمل 4 ايام ثم انقطع عن العمل ( احمد),520.00,520.00,d5789445-11e3-4ad6-9297-b56521675114
1194,2022-11-24,سهره استشاري صب سقف اول 25,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1195,2022-08-25,راتب غفير حضر في العمل 4 ايام ثم انقطع عن العمل ( سعيد),520.00,520.00,d5789445-11e3-4ad6-9297-b56521675114
1196,2022-08-25,حساب شركه الفتح ( توريد طن اسمنت),1150.00,1150.00,d5789445-11e3-4ad6-9297-b56521675114
1196,2022-11-24,سهره استشاري استلام حداده عمود رابع 43,250.00,250.00,d5789445-11e3-4ad6-9297-b56521675114
1197,2022-08-25,حساب سياره الموقع,1300.00,1300.00,d5789445-11e3-4ad6-9297-b56521675114
1198,2022-08-25,دفعه من مستخلص النجاره ( حماده ),800.00,800.00,d5789445-11e3-4ad6-9297-b56521675114
1198,2022-11-24,يوميتان لم حديد من الموقع ,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1199,2022-08-25,سلفه من راتب م. احمد توفيق,1000.00,1000.00,d5789445-11e3-4ad6-9297-b56521675114
1200,2022-08-25,حساب سركي العامل محمود,1450.00,1450.00,d5789445-11e3-4ad6-9297-b56521675114
1200,2022-11-24,سلفه للمهندس احمد حازم من راتب شهر 11,4000.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
1201,2022-08-25,اكراميه بمب ( صب مسلحه 27),100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1202,2022-08-25,سهره استشاري صب مسلحه 27,250.00,250.00,d5789445-11e3-4ad6-9297-b56521675114
1202,2022-11-24,دفعه من مستخلص نجاره محمد محمد شحاته,1000.00,1000.00,d5789445-11e3-4ad6-9297-b56521675114
1203,2022-08-25,حساب سركي العامل سعد شتيوي,745.00,745.00,d5789445-11e3-4ad6-9297-b56521675114
1204,2022-08-27,اكراميه سواق الحديد,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
1204,2022-11-24,من ح/ عماله محمد السوداني ,2500.00,2500.00,d5789445-11e3-4ad6-9297-b56521675114
1205,2022-08-27,4لفات خرطوم كهرباء 16م ( المخزن),900.00,900.00,d5789445-11e3-4ad6-9297-b56521675114
1206,2022-08-27,1لفات خرطوم كهرباء 23م ( المخزن),325.00,325.00,d5789445-11e3-4ad6-9297-b56521675114
1206,2022-11-24,من حساب سياره الموقع امير 2 ,750.00,750.00,d5789445-11e3-4ad6-9297-b56521675114
1207,2022-08-27,كرتات الطريق للكرافان,1265.00,1265.00,d5789445-11e3-4ad6-9297-b56521675114
1208,2022-08-27,اجر نقل الكرافان,4000.00,4000.00,d5789445-11e3-4ad6-9297-b56521675114
1208,2022-11-24,ايجار مولد كهرباء لمده يومان للكهربائي 43,400.00,400.00,d5789445-11e3-4ad6-9297-b56521675114
1209,2022-08-28,دهان للكرافان ( جالون برايمر +فرشه وسنفره +لتر نفط ),252.00,252.00,d5789445-11e3-4ad6-9297-b56521675114
1210,2022-08-28,اجر كلار ك لتنزيل الكرافان,1000.00,1000.00,d5789445-11e3-4ad6-9297-b56521675114
1210,2022-11-26,شراء فايبر للشروخ للمحاره ,80.00,80.00,d5789445-11e3-4ad6-9297-b56521675114
1211,2022-08-28,كركديه +بن +ينسون +سكر ,106.00,106.00,d5789445-11e3-4ad6-9297-b56521675114
1212,2022-08-28,غلايه بن,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1212,2022-11-26,5ك مسمار صلب 3سم و 1ك مسمار سناره 3سم و4ك مسمار سناره 5سم و ,435.00,435.00,d5789445-11e3-4ad6-9297-b56521675114
1213,2022-08-28,اكراميه بمب صب عمدان 37,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1214,2022-08-28,سهره استشاري صب مسلحه 32,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1214,2022-11-26,دفعه من حساب كرم النحات,1000.00,1000.00,d5789445-11e3-4ad6-9297-b56521675114
1215,2022-08-28,دفعه من مستخلص الحداده ( محمد رمضان ),20000.00,20000.00,d5789445-11e3-4ad6-9297-b56521675114
1216,2022-08-28,حساب لودر عادل ,2265.00,2265.00,d5789445-11e3-4ad6-9297-b56521675114
1216,2022-11-26,شراء حديد نقدا من بدر 20طن,403730.00,403730.00,d5789445-11e3-4ad6-9297-b56521675114
1217,2022-08-28,دفعه من مستخلص النجاره ( منتصر ),15000.00,15000.00,d5789445-11e3-4ad6-9297-b56521675114
1218,2022-08-28,دفعه من مستخلص النجاره (محمد جمال ),5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
1218,2022-11-26,نولون سياره نقل الحديد ,1500.00,1500.00,d5789445-11e3-4ad6-9297-b56521675114
1219,2022-08-28,نجاره علب قواعد عماره 25,3000.00,3000.00,d5789445-11e3-4ad6-9297-b56521675114
1220,2022-08-28,دفعه من مستخلص النجاره (محمد صبري ),5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
1220,2022-11-26,اكراميات تحميل الحديد ,150.00,150.00,d5789445-11e3-4ad6-9297-b56521675114
1221,2022-08-28,دفعه من مستخلص النجاره ( صبري عبد المعطي),10000.00,10000.00,d5789445-11e3-4ad6-9297-b56521675114
1222,2022-08-28,دفعه من مستخلص النجاره ( محمد محمد شحاته  ) ابوعمرو,8000.00,8000.00,d5789445-11e3-4ad6-9297-b56521675114
1222,2022-11-26,اكراميات سواق سياره الحديد,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
1223,2022-08-28,اجر تروسكل للذهاب للمدينه لاحضار كلارك لتنزيل سياره الخشب يوم 11/8,150.00,150.00,d5789445-11e3-4ad6-9297-b56521675114
1224,2022-08-28,سهره استشاري لتسليم عمدان 31,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1224,2022-11-26,عربون طباعه دفاتر للركوستات( استلام اعمال),1020.00,1020.00,d5789445-11e3-4ad6-9297-b56521675114
1225,2022-08-28,سلفه من راتب المهندس منصور عبد الغفار,500.00,500.00,d5789445-11e3-4ad6-9297-b56521675114
1226,2022-08-29,19لتر ماء حلو للكرافان,38.00,38.00,d5789445-11e3-4ad6-9297-b56521675114
1226,2022-11-26,نقديه للجهاز لتجهيز الزياره التي ستاتي للموقع,10000.00,10000.00,d5789445-11e3-4ad6-9297-b56521675114
1227,2022-08-29,بنزين للمولد,150.00,150.00,d5789445-11e3-4ad6-9297-b56521675114
1228,2022-08-29,دفعه من مستخلص النجاره ( علي محمد ),45000.00,45000.00,d5789445-11e3-4ad6-9297-b56521675114
1228,2022-11-26,بنزين للمولد بتاريخ 23/11,150.00,150.00,d5789445-11e3-4ad6-9297-b56521675114
1229,2022-08-29,دفعه من حساب العامل ( سعد),200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1230,2022-08-29,دفعه من حساب العامل ( محمود),300.00,300.00,d5789445-11e3-4ad6-9297-b56521675114
1230,2022-11-26,سهره استشاري استلام نجاره سقف ثاني 32 بتاريخ 21/11,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1231,2022-08-29,مياه للكرافان يوم 27/8,35.00,35.00,d5789445-11e3-4ad6-9297-b56521675114
1232,2022-08-29,بنزين للمولد يوم 27/8,180.00,180.00,d5789445-11e3-4ad6-9297-b56521675114
1232,2022-11-26,سهره استشاري صب سقف ثالث 43بتاريخ 21/11,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1233,2022-08-29,2اختبار طوب طفلي مقاس 25.20,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1234,2022-08-29,2اختبار طوب اسمنتي مقاس 25.21,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1234,2022-11-26,دفعه من مستخلص  محاره محمد عبد الجواد ,400.00,400.00,d5789445-11e3-4ad6-9297-b56521675114
1235,2022-08-29,اكراميه بمب صب اعمده31,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1236,2022-05-17,راس المال بداية المشروع,0.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
1236,2022-08-29,وجبه المهندسين في سهرات الصب مسلحه 32 يوم 28/8,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
1237,2022-08-29,سلفه من راتب المهندس احمد حازم,1000.00,1000.00,d5789445-11e3-4ad6-9297-b56521675114
1238,2022-08-29,من حساب سياره الموقع,1500.00,1500.00,d5789445-11e3-4ad6-9297-b56521675114
1239,2022-08-29,سهره استشاري تسليم قواعد 42,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1240,2022-08-29,قيمه فاتوره كهرباء سقف (عز لتوريدات الكهرباء ),5450.00,5450.00,d5789445-11e3-4ad6-9297-b56521675114
1241,2022-08-30,قيمه فاتوره بسكوت للاعمده والاسقف من شركه الطيب,700.00,700.00,d5789445-11e3-4ad6-9297-b56521675114
1242,2022-08-30,علاج لمقاول النجاره محمد شحاته وتخصم من المستخلص,60.00,60.00,d5789445-11e3-4ad6-9297-b56521675114
1243,2022-08-30,تكسير مكعبات ,2700.00,2700.00,d5789445-11e3-4ad6-9297-b56521675114
1244,2022-08-30,اكراميه بمب وسهره استشاري لصب مسلحه 42,300.00,300.00,d5789445-11e3-4ad6-9297-b56521675114
1245,2022-08-30,وجبات لمهندسين سهره صب 42( 5*70ج),350.00,350.00,d5789445-11e3-4ad6-9297-b56521675114
1246,2022-08-30,ادوات مكتبيه ( قلم مركر + تصوير اوراق A0,40.00,40.00,d5789445-11e3-4ad6-9297-b56521675114
1247,2022-08-30,سهره استشاري تسليم سقف 43.واعمده ارضي 24,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1248,2022-08-31,بنزين للمولد,150.00,150.00,d5789445-11e3-4ad6-9297-b56521675114
1249,2022-08-31,من حساب سياره الموقع,1500.00,1500.00,d5789445-11e3-4ad6-9297-b56521675114
1250,2022-08-31,اكراميه بمب صب اعمده 24 وسقف 43.,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1251,2022-08-31,سهره استشاري صب سقف 43,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1252,2022-08-31,كبيات شاي + فرشه حمام +بن للاستشاري,155.00,155.00,d5789445-11e3-4ad6-9297-b56521675114
1253,2022-09-01,حساب المياه ( مصطفي ),3000.00,3000.00,d5789445-11e3-4ad6-9297-b56521675114
1254,2022-09-01,حساب سياره الاستشاري عن شهر 8,6000.00,6000.00,d5789445-11e3-4ad6-9297-b56521675114
1255,2022-09-01,حساب مياه ( محمد فوزي),680.00,680.00,d5789445-11e3-4ad6-9297-b56521675114
1256,2022-09-01,دفعه من مستخلص النجاره ( علي محمد ),10000.00,10000.00,d5789445-11e3-4ad6-9297-b56521675114
1257,2022-09-01,حساب الفرمجه ( محمد نصر ),4000.00,4000.00,d5789445-11e3-4ad6-9297-b56521675114
1258,2022-09-01,حساب سياره الموقع 1 ( امير),690.00,690.00,d5789445-11e3-4ad6-9297-b56521675114
1259,2022-09-01,حساب سياره الموقع 1 ( امير),1200.00,1200.00,d5789445-11e3-4ad6-9297-b56521675114
1260,2022-09-01,حساب العامل ( سعد),840.00,840.00,d5789445-11e3-4ad6-9297-b56521675114
1261,2022-09-01,حساب العامل ( محمود),1275.00,1275.00,d5789445-11e3-4ad6-9297-b56521675114
1262,2022-09-01,دفعه من حساب مستخلص الحفر 0 ياسين),5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
1263,2022-09-01,دفعه من حساب مستخلص الاحلال 0 ياسين),10000.00,10000.00,d5789445-11e3-4ad6-9297-b56521675114
1264,2022-09-01,رواتب شهر 8,55035.00,55035.00,d5789445-11e3-4ad6-9297-b56521675114
1265,2022-09-01,دفعه من مستخلص الحداده ( عبد الرحمن),1000.00,1000.00,d5789445-11e3-4ad6-9297-b56521675114
1266,2022-09-03,اكراميه بمب صب مسلحه 26,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1267,2022-09-03,سهره استشاري صب مسلحه 26,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1268,2022-09-03,ايجار هزاز لمسلحه 26,150.00,150.00,d5789445-11e3-4ad6-9297-b56521675114
1269,2022-09-03,سهره تسليم اعمده اول علوي 43,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1270,2022-09-03,19 لترماء للكرافان ,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
1271,2022-09-03,بنزين للمولد,160.00,160.00,d5789445-11e3-4ad6-9297-b56521675114
1272,2022-09-04,من حساب سياره الموقع ( امير),240.00,240.00,d5789445-11e3-4ad6-9297-b56521675114
1273,2022-09-04,من حساب سياره الموقع ( امير),100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1274,2022-09-04,دفعه من مستخلص النجاره ( محمد محمد شحاته  ) ابوعمرو,25000.00,25000.00,d5789445-11e3-4ad6-9297-b56521675114
1275,2022-09-04,راتب فتحي الغفير عن شهر 7 ويحمل علي موقع المنصوره,3000.00,3000.00,d5789445-11e3-4ad6-9297-b56521675114
1276,2022-09-04,دفعه من مستخلص النجاره ( علي محمد ),15000.00,15000.00,d5789445-11e3-4ad6-9297-b56521675114
1277,2022-09-04,دفعه من مستخلص النجاره ( محمد جمال ),15000.00,15000.00,d5789445-11e3-4ad6-9297-b56521675114
1278,2022-09-04,نجاره علب قواعد عماره 26,3000.00,3000.00,d5789445-11e3-4ad6-9297-b56521675114
1279,2022-09-04,اجر بنا ومساعد لبناء غرف للمقاولين,500.00,500.00,d5789445-11e3-4ad6-9297-b56521675114
1280,2022-09-04,فرمجه مسلحه 25 ويتم خصم منهم 200 جنيه علي الفرمجي محمد نصر,800.00,800.00,d5789445-11e3-4ad6-9297-b56521675114
1281,2022-09-04,دفعه من مستخلص النجاره ( محمد صبري ),20000.00,20000.00,d5789445-11e3-4ad6-9297-b56521675114
1282,2022-09-04,دفعه من مستخلص الحداده ( عبد الرحمن),15000.00,15000.00,d5789445-11e3-4ad6-9297-b56521675114
1283,2022-09-04,دفعه من مستخلص النجاره ( منتصر ),5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
1284,2022-09-05,دفعه من حساب محمود العامل,300.00,300.00,d5789445-11e3-4ad6-9297-b56521675114
1285,2022-09-05,اكراميه سواق الحديد,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
1286,2022-09-05,بنزين للمولد,150.00,150.00,d5789445-11e3-4ad6-9297-b56521675114
1287,2022-09-05,19 لترماء للكرافان ,36.00,36.00,d5789445-11e3-4ad6-9297-b56521675114
1288,2022-09-05,3كرسي لغرفه العينات,105.00,105.00,d5789445-11e3-4ad6-9297-b56521675114
1289,2022-09-05,"خزان ماء 3000 لتر +2حنفيه 1""+مصنعيه تركيب الحنفيه +تيفلن + النقل",3015.00,3015.00,d5789445-11e3-4ad6-9297-b56521675114
1290,2022-09-05,طباعه لوحات السيفتي لزياره صندوق الاسكان,350.00,350.00,d5789445-11e3-4ad6-9297-b56521675114
1291,2022-09-05,ماوس للكمبيوتر + ملف لحفظ الاوراق,95.00,95.00,d5789445-11e3-4ad6-9297-b56521675114
1292,2022-09-05,دفعه من حساب العامل  سعد,300.00,300.00,d5789445-11e3-4ad6-9297-b56521675114
1293,2022-09-05,دفعه من مستخلص النجاره ( صبري  عبد المعطي ),10000.00,10000.00,d5789445-11e3-4ad6-9297-b56521675114
1294,2022-09-05,دفعه من مستخلص النجاره ( منتصر),8000.00,8000.00,d5789445-11e3-4ad6-9297-b56521675114
1295,2022-09-05,دفعه من مستخلص الحداده ( محمد رمضان ),15000.00,15000.00,d5789445-11e3-4ad6-9297-b56521675114
1296,2022-09-05,4/7 1ك زيت للمولد يوم ,70.00,70.00,d5789445-11e3-4ad6-9297-b56521675114
1297,2022-09-06,19لتر ماء حلو للكرافان,35.00,35.00,d5789445-11e3-4ad6-9297-b56521675114
1298,2022-09-06,انبوبه غاز للغفير,90.00,90.00,d5789445-11e3-4ad6-9297-b56521675114
1299,2022-09-06,شاي +سكر,55.00,55.00,d5789445-11e3-4ad6-9297-b56521675114
1300,2022-09-06,ايجار هيلتي كبير,250.00,250.00,d5789445-11e3-4ad6-9297-b56521675114
1301,2022-09-06,توريد 20 شيكاره بسكوت  ( مخزن ),700.00,700.00,d5789445-11e3-4ad6-9297-b56521675114
1302,2022-09-06,اكراميه سكرتير رئيس الجهاز,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1303,2022-09-06,سهره استشاري صب قواعد 26,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1304,2022-09-06,سهره استشاري تسليم اعمده اول 43,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1305,2022-09-06,اجر بنا ومساعد لبناء غرف للمقاولين يومان,1000.00,1000.00,d5789445-11e3-4ad6-9297-b56521675114
1306,2022-09-06,من حساب سياره امير 1,500.00,500.00,d5789445-11e3-4ad6-9297-b56521675114
1307,2022-09-06,وجبه مهندس سهره صب اعمده اول علوي 43,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
1308,2022-09-06,دفعه من حساب الفرمجي محمد نصر,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1309,2022-09-06,اكراميه بمب صب اعمده اول علوي,70.00,70.00,d5789445-11e3-4ad6-9297-b56521675114
1310,2022-09-07,دفعه من حساب لودر ياسين,2000.00,2000.00,d5789445-11e3-4ad6-9297-b56521675114
1311,2022-09-07,بنزين للمولد,150.00,150.00,d5789445-11e3-4ad6-9297-b56521675114
1312,2022-09-07,بنزين سياره م.محمد مشرف,1000.00,1000.00,d5789445-11e3-4ad6-9297-b56521675114
1313,2022-09-07,اكراميه بمب صب اعمده ارضي 30,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
1314,2022-09-07,سهره استشاري تسليم اعمده ارضي 30,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1315,2022-09-07,اكراميه بمب صب اعمده ارضي 32,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1316,2022-09-07,دفعه من مستخلص محمود الحداد,20000.00,20000.00,d5789445-11e3-4ad6-9297-b56521675114
1317,2022-09-07,غفره العرب عن شهر 8,5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
1318,2022-09-07,من حساب سياره امير 2,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1319,2022-09-08,مسحوبات من الكانتين ضيافه الاستشاري خلال 2 شهر ,660.00,660.00,d5789445-11e3-4ad6-9297-b56521675114
1320,2022-09-08,دفعه من حساب الفرمجي محمد نصر,1000.00,1000.00,d5789445-11e3-4ad6-9297-b56521675114
1321,2022-09-08,سهره استشاري صب اعمده اول علوي 43,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1322,2022-09-08,سهره استشاري استلام حداده اعمده ارضي 42,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1323,2022-09-08,سهره استشاري استلام نجاره اعمده ارضي 27,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1324,2022-09-08,حساب العامل سعد شتيوي,1000.00,1000.00,d5789445-11e3-4ad6-9297-b56521675114
1325,2022-09-08,حساب العامل محمود,2200.00,2200.00,d5789445-11e3-4ad6-9297-b56521675114
1326,2022-09-08, 4يوميات للغفير رش ماء معالجه 27.28.+دهان الكرافان +ارنكه عاديه42 .لم حديد من الموقع,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1327,2022-09-08,حساب سياره الموقع ,3650.00,3650.00,d5789445-11e3-4ad6-9297-b56521675114
1328,2022-09-08,دفعه من مستخلص النجاره ( محمد محمد شحاته  ) ابوعمرو,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1329,2022-09-10,مصاريف تحويل 20000 من بنك الي اخر وتخصم علي محمود الحداد,70.00,70.00,d5789445-11e3-4ad6-9297-b56521675114
1330,2022-09-10,بنزين للمولد,150.00,150.00,d5789445-11e3-4ad6-9297-b56521675114
1331,2022-09-10,19 لترماء للكرافان ,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
1332,2022-09-11,19 لترماء للكرافان ,40.00,40.00,d5789445-11e3-4ad6-9297-b56521675114
1333,2022-09-12,حساب بنا ومساعد 4 ايام في بناء الغرف والمخزن,2000.00,2000.00,d5789445-11e3-4ad6-9297-b56521675114
1334,2022-09-12,سهره استشاري تسليم حداده قواعد 28,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1335,2022-09-12,سهره استشاري تسليم كمر سقف 37,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
1336,2022-09-12,دفعه من مستخلص الحداده محمد رمضان,5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
1337,2022-09-12,دفعه من مستخلص النجاره منتصر,7000.00,7000.00,d5789445-11e3-4ad6-9297-b56521675114
1338,2022-09-12,دفعه من مستخلص النجاره محمد صبري,2000.00,2000.00,d5789445-11e3-4ad6-9297-b56521675114
1339,2022-09-12,دفعه من مستخلص النجاره محمد جمال,5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
1340,2022-09-12,دفعه من مستخلص النجاره صبري عبد المعطي,20000.00,20000.00,d5789445-11e3-4ad6-9297-b56521675114
1341,2022-09-12,دفعه من مستخلص النجاره محمد محمد شحاته,5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
1342,2022-09-12,دفعه من مستخلص الحداده عبد الرحمن,10000.00,10000.00,d5789445-11e3-4ad6-9297-b56521675114
1343,2022-09-12,دفعه من مستخلص الحداده محمود,5000.00,5000.00,d5789445-11e3-4ad6-9297-b56521675114
1344,2022-09-12,كبيات شاي + 2فيشه  +بن للاستشاري,110.00,110.00,d5789445-11e3-4ad6-9297-b56521675114
1345,2022-09-12,تعديل اعمده عماره 24,1000.00,1000.00,d5789445-11e3-4ad6-9297-b56521675114
1346,2022-09-12,دفعه من حساب محمود العامل,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1347,2022-09-12,سلفه من حساب سياره امير 1,4000.00,4000.00,d5789445-11e3-4ad6-9297-b56521675114
1348,2022-09-12,اكراميه بمب صب اعمده 38,50.00,50.00,d5789445-11e3-4ad6-9297-b56521675114
1349,2022-09-12,بنزين للمولد,150.00,150.00,d5789445-11e3-4ad6-9297-b56521675114
1350,2022-09-12,سهره استشاري صب اعمده ارضي 38,200.00,200.00,d5789445-11e3-4ad6-9297-b56521675114
1351,2022-09-12,اكراميه بمب صب اعمده 27 يوم 10/9,100.00,100.00,d5789445-11e3-4ad6-9297-b56521675114
2000,2022-11-24,سلفه للمهندس احمد حازم من راتب شهر 11,0.00,4000.00,d5789445-11e3-4ad6-9297-b56521675114
2175,2022-11-27,دفعه من مستخلص نجاره ابراهيم ,55375.00,55375.00,d5789445-11e3-4ad6-9297-b56521675114
2176,2022-11-28,من  ح/ شركه تبارك للخرسانه المسلحه,84550.00,84550.00,d5789445-11e3-4ad6-9297-b56521675114
2177,2022-11-29,مرتجع  10لفات شبك سلك للمحاره ,5725.00,5725.00,d5789445-11e3-4ad6-9297-b56521675114
2178,2022-11-30,سهره استلام نجاره سقف ثاني 37,5290.00,5290.00,d5789445-11e3-4ad6-9297-b56521675114
2179,2022-12-01,سهره استشاري صب سقف ثاني 24 و اعمده اول 25.,76000.00,76000.00,d5789445-11e3-4ad6-9297-b56521675114
2180,2022-12-03,دفعه من مستخلص المباني ( رامي ),5400.00,5400.00,d5789445-11e3-4ad6-9297-b56521675114
2181,2022-12-05,دفعه من مستخلص كهرباء هشام ,188651.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2181,2022-12-06,ماء شرب  19لتر ,6045.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2181,2022-12-07,صيانه مولد الكهرباء الاتي من المنصوره ,85197.00,279893.00,d5789445-11e3-4ad6-9297-b56521675114
2182,2022-12-08,دفعه من مستخلص المباني ( رامي ),69120.00,69120.00,d5789445-11e3-4ad6-9297-b56521675114
2182,2022-12-10,دفعه من مستخلص كرم (النحات),2690.00,2690.00,d5789445-11e3-4ad6-9297-b56521675114
2183,2022-12-11,سياره الاستشاريين عن سهر 11,57425.00,57425.00,d5789445-11e3-4ad6-9297-b56521675114
2184,2022-12-12,سلفه من راتب 11 لفتحي الغفير ,6680.00,6680.00,d5789445-11e3-4ad6-9297-b56521675114
2184,2022-12-13,غطاء لقاعده حمام الكرافان ,36755.00,36755.00,d5789445-11e3-4ad6-9297-b56521675114
2185,2022-12-14,سولار للودر الحديبيه ,99319.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2185,2022-12-15,دفعه من حساب سياره الموقع امير 1,6525.00,105844.00,d5789445-11e3-4ad6-9297-b56521675114
2186,2022-12-19,سهره استشاري صب سقف ثالث 31,48496.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2186,2022-12-20,انبوبه غاز لشقه المهندسين,13885.00,0.00,d5789445-11e3-4ad6-9297-b56521675114
2186,2022-12-21,اكراميه بمب صب سقف ثالث 31 بتاريخ 15/12,1020.00,63401.00,d5789445-11e3-4ad6-9297-b56521675114
2187,2022-12-22,سولار للودر الحديبيه ,480360.00,480360.00,d5789445-11e3-4ad6-9297-b56521675114
2188,2022-12-25,سهره استشاري تسليم اعمده خامس 43,55290.00,55290.00,d5789445-11e3-4ad6-9297-b56521675114
2189,2022-12-27,بنزين للمولد والدكاك,14306.00,14306.00,d5789445-11e3-4ad6-9297-b56521675114
2190,2022-12-28,شكاره جراوت 200+ 1ك ادبوند 65,18513.00,18513.00,d5789445-11e3-4ad6-9297-b56521675114
2191,2022-12-29,اصلاح كهرباء في شقه المهندسين,12400.00,12400.00,d5789445-11e3-4ad6-9297-b56521675114
2192,2023-01-01,بنزين للمولدات,85480.00,85480.00,d5789445-11e3-4ad6-9297-b56521675114
